JTU9,"0811000000: Ornamental & Building Stone/Limestone/Gypsum/Chalk/Slate exc Agg Tax",NSA,0,NONE,2010,MM22
JTV2,"0811110000: Marble & Other Calcareous Ornamental or Building Stone",NSA,0,NONE,2010,MM22
JTV3,"0811200000: Limestone & Gypsum including Aggregate Tax",NSA,0,NONE,2010,MM22
JTV4,"0811208000: Limestone & Gypsum including Aggregate Tax",NSA,0,NONE,2010,MM22
JTV5,"0811300000: Chalk & uncalcined dolomite",NSA,0,NONE,2010,MM22
JTV7,"0811400000: Slate",NSA,0,NONE,2010,MM22
JTV8,"0812000000: Gravel, Sand, Clays & Kaolin excluding Aggregate Levy",NSA,0,NONE,2010,MM22
JTV9,"0812008000: Gravel, Sand, Clays & Kaolin including Aggregate Tax",NSA,0,NONE,2010,MM22
JTW2,"0812110000: Natural Sands excluding Aggregate Tax",NSA,0,NONE,2010,MM22
JTW9,"0893000000: Salt & Pure Sodium Chloride; Sea Water",NSA,0,NONE,2010,MM22
JTX6,"1011000000: Processed & Preserved Meat",NSA,0,NONE,2010,MM22
JTX7,"1011120000: Meat of Swine, Fresh or Chilled",NSA,0,NONE,2010,MM22
JTX8,"1011130000: Meat of Sheep, Fresh or Chilled",NSA,0,NONE,2010,MM22
JTX9,"1011200000: Edible Offal of Bovine Animals, Swine, Sheep, Goats, Horses",NSA,0,NONE,2010,MM22
JTY6,"1012100000: Meat of Poultry, Fresh or Chilled.",NSA,0,NONE,2010,MM22
JTY7,"1012200000: Meat of Poultry, Frozen",NSA,0,NONE,2010,MM22
JTY9,"1013000000: Meat & Poultry Meat products",NSA,0,NONE,2010,MM22
JTZ2,"1013110000: Swine Meat, Cuts, Salted, Dried or Smoked (Bacon & Ham)",NSA,0,NONE,2010,MM22
JTZ5,"1013140000: Sausages & Similar products of Meat, Offal or Blood",NSA,0,NONE,2010,MM22
JTZ6,"1013150000: Other Prepared & Preserved Meat, Meat, Offal or Blood,",NSA,0,NONE,2010,MM22
JTZ8,"1020000000: Processed & Preserved Fish, Crustaceans & Molluscs",NSA,0,NONE,2010,MM22
JU24,"1020240000: Fish, including Fillets, Smoked",NSA,0,NONE,2010,MM22
JU25,"1020250000: Fish, otherwise Prepared/Preserved, except Prepared Fish Dishes",NSA,0,NONE,2010,MM22
JU27,"1020340000: Crustaceans, otherwise prepared/preserved; Molluscs",NSA,0,NONE,2010,MM22
JU2A,"1031000000: Processed & Preserved Potatoes",NSA,0,NONE,2010,MM22
JU2D,"1031140000: Potatoes Prepared or Preserved",NSA,0,NONE,2010,MM22
JU2K,"1039000000: Processed & Preserved Fruit & Vegetables",NSA,0,NONE,2010,MM22
JU2L,"1039110000: Vegetables, Frozen",NSA,0,NONE,2010,MM22
JU2Q,"1039170000: Other Vegetables (except Potatoes), Preserved otherwise",NSA,0,NONE,2010,MM22
JU2R,"1039180000: Vegetables (except Potatoes), Fruit, Nuts & Other Edible Parts",NSA,0,NONE,2010,MM22
JU37,"1051000000: Dairy & Cheese products",NSA,0,NONE,2010,MM22
JU38,"1051120000: Milk & Cream of > 6% Fat, not Concentrated or Sweetened",NSA,0,NONE,2010,MM22
JU39,"1051210000: Skimmed Milk Powder",NSA,0,NONE,2010,MM22
JU3B,"1051300000: Butter & Dairy Spreads",NSA,0,NONE,2010,MM22
JU3D,"1051520000: Yoghurt & Other Fermented or Acidified Milk or Cream",NSA,0,NONE,2010,MM22
JU3G,"1052000000: Ice Cream",NSA,0,NONE,2010,MM22
JU3I,"1061000000: Grain Mill products",NSA,0,NONE,2010,MM22
JU3K,"1061120000: Rice, Semi or Wholly Milled or Broken",NSA,0,NONE,2010,MM22
JU3L,"1061210000: Wheat or Maslin Flour",NSA,0,NONE,2010,MM22
JU3Q,"1062000000: Starches & Starch products",NSA,0,NONE,2010,MM22
JU3T,"1071000000: Bread; Fresh Pastry Goods & Cakes",NSA,0,NONE,2010,MM22
JU3U,"1071110000: Fresh Bread",NSA,0,NONE,2010,MM22
JU3V,"1071120000: Fresh Pastry Goods & Cakes",NSA,0,NONE,2010,MM22
JU3W,"1072110000: Crispbread, Rusks, Toasted Bread & Similar Toasted products",NSA,0,NONE,2010,MM22
JU3X,"1072120000: Gingerbread & the like; Sweet Biscuits; Waffles & Wafers",NSA,0,NONE,2010,MM22
JU3Y,"1073000000: Macaroni, Noodles, Couscous & Similar Farinaceous products",NSA,0,NONE,2010,MM22
JU47,"1082000000: Cocoa, Chocolate & Sugar Confectionery",NSA,0,NONE,2010,MM22
JU4B,"1082220000: Chocolate & Food Preparations containing Cocoa (except sweetened)",NSA,0,NONE,2010,MM22
JU4D,"1083000000: Processed Tea & Coffee",NSA,0,NONE,2010,MM22
JU4E,"1083110000: Coffee, Decaffeinated or Roasted",NSA,0,NONE,2010,MM22
JU4K,"1085000000: Prepared Meals & Dishes",NSA,0,NONE,2010,MM22
JU4L,"1085110000: Prepared Meals & Dishes based on Meat, Meat Offal or Blood",NSA,0,NONE,2010,MM22
JU4M,"1085120000: Prepared Meals & Dishes based on Fish, Crustaceans & Molluscs",NSA,0,NONE,2010,MM22
JU4N,"1085130000: Prepared Meals & Dishes based on Vegetables",NSA,0,NONE,2010,MM22
JU4O,"1085190000: Other Prepared Dishes & Meals (including Frozen Pizza)",NSA,0,NONE,2010,MM22
JU4Q,"1089000000: Other Food products n.e.c.",NSA,0,NONE,2010,MM22
JU4R,"1089110000: Soups & Broths & Preparations thereof",NSA,0,NONE,2010,MM22
JU4U,"1089190000: Miscellaneous Food products n.e.c.",NSA,0,NONE,2010,MM22
JU4V,"1091000000: Prepared Feeds for Farm Animals",NSA,0,NONE,2010,MM22
JU4X,"1092000000: Prepared Pet Foods",NSA,0,NONE,2010,MM22
JU4Y,"1101000000: Distilled Alcoholic Beverages",NSA,0,NONE,2010,MM22
JU53,"1103000000: Cider & Other Fruit Wines",NSA,0,NONE,2010,MM22
JU54,"1103008000: Cider & Other Fruit Wines including duty",NSA,0,NONE,2010,MM22
JU56,"1105000000: Beer",NSA,0,NONE,2010,MM22
JU57,"1105008000: Beer including duty",NSA,0,NONE,2010,MM22
JU5C,"1107000000: Soft drinks; Mineral Waters & Other Bottled Waters",NSA,0,NONE,2010,MM22
JU5E,"1107190000: Other Non-Alcoholic Beverages",NSA,0,NONE,2010,MM22
JU5J,"1310000000: Textile Yarn & Thread",NSA,0,NONE,2010,MM22
JU5Q,"1320000000: Woven Textiles",NSA,0,NONE,2010,MM22
JU5Z,"1391000000: Knitted & Crocheted Fabrics",NSA,0,NONE,2010,MM22
JU64,"1392000000: Made-up Textile Articles, except Apparel",NSA,0,NONE,2010,MM22
JU67,"1392150000: Curtains (incl Drapes) & Interior Blinds; Curtain or Bed Valances",NSA,0,NONE,2010,MM22
